project,contract,bidder.name,status,bidder.country,opening.price.currency,opening.price.amount,opening.price.raw,evaluated.price.currency,evaluated.price.amount,evaluated.price.raw,contract.price.currency,contract.price.amount,contract.price.raw
P110599,http://search.worldbank.org/wcontractawards/procdetails/OP00026560,Biodiagnostico SA,Evaluated,Argentina,USD,620000.0,"USD 620,000.00",USD,620000.0,"USD620,000.00",,,
P110599,http://search.worldbank.org/wcontractawards/procdetails/OP00026558,Promed Internacional SA,Awarded,Argentina,USD,2702053.0,"USD 2,702,053.52",USD,2233102.0,"USD2,233,102.08",USD,2702053.0,"USD2,702,053.52"
P110599,http://search.worldbank.org/wcontractawards/procdetails/OP00026558,WM Argentina SA,Rejected,Argentina,USD,3017137.0,"USD 3,017,137.92",,,,,,
P118109,http://search.worldbank.org/wcontractawards/procdetails/OP00024507,Promtech Service LLC,Awarded,Mongolia,USD,193200.0,"USD 193,200.00",USD,193200.0,"USD193,200.00",USD,193200.0,"USD193,200.00"
P118109,http://search.worldbank.org/wcontractawards/procdetails/OP00025300,KRM LLC,Awarded,Mongolia,USD,198500.0,"USD 198,500.00",USD,198500.0,"USD198,500.00",USD,198500.0,"USD198,500.00"
P118109,http://search.worldbank.org/wcontractawards/procdetails/OP00025300,Promon LLC,Evaluated,Mongolia,MNT,394346844.0,"MNT 394,346,844.00",USD,225.0,USD225.00,,,
P118109,http://search.worldbank.org/wcontractawards/procdetails/OP00025300,JV of IT Zone LLC and Anun LLC,Rejected,Mongolia,USD,168893.0,"USD 168,893.00",,,,,,
P128891,http://search.worldbank.org/wcontractawards/procdetails/OP00026894,The Motor & Engineering Company of Ethiopia,Awarded,Ethiopia,JPY,107731500.0,"JPY 107,731,500.00ETB 1,116,000.00",ETB,21261790.0,"ETB21,261,790.00",ETB,21261790.0,"ETB21,261,790.00"
P128891,http://search.worldbank.org/wcontractawards/procdetails/OP00026894,Nyala Motors Share Company,Evaluated,Ethiopia,JPY,112731500.0,"JPY 112,731,500.00USD 180,532.80ETB 496,335.00",ETB,24989621.0,"ETB24,989,621.32",,,
P128891,http://search.worldbank.org/wcontractawards/procdetails/OP00026895,The Motors & Engineering Company of Ethiopia,Awarded,Ethiopia,USD,374733.0,"USD 374,733.95ETB 510,000.00",ETB,7806443.0,"ETB7,806,443.77",ETB,7806443.0,"ETB7,806,443.77"
P128891,http://search.worldbank.org/wcontractawards/procdetails/OP00026895,Nyala Motors Share Company,Evaluated,Ethiopia,ETB,24292413.0,"ETB 24,292,413.60",ETB,9569580.0,"ETB9,569,580.60",,,
P128891,http://search.worldbank.org/wcontractawards/procdetails/OP00027160,Kenera International Trading PLC,Awarded,Ethiopia,USD,985586.0,"USD 985,586.04",ETB,19256577.0,"ETB19,256,577.17",ETB,18850526.0,"ETB18,850,526.48"
P128891,http://search.worldbank.org/wcontractawards/procdetails/OP00027160,CEMAN Business Plc,Evaluated,Ethiopia,ETB,35067353.0,"ETB 35,067,353.00",ETB,30493350.0,"ETB30,493,350.43",,,
P128891,http://search.worldbank.org/wcontractawards/procdetails/OP00027160,Harun Computer PLC,Evaluated,Ethiopia,ETB,54721186.0,"ETB 54,721,186.00",ETB,47583640.0,"ETB47,583,640.00",,,
P128891,http://search.worldbank.org/wcontractawards/procdetails/OP00027160,Robit International Business Group PLC,Rejected,Ethiopia,ETB,18687387.0,"ETB 18,687,387.50",,,,,,
P128891,http://search.worldbank.org/wcontractawards/procdetails/OP00027160,Baseline Computer Trading PLC,Rejected,Ethiopia,ETB,2901240.0,"ETB 2,901,240.00",,,,,,
P128891,http://search.worldbank.org/wcontractawards/procdetails/OP00027160,ZTE Corporation,Rejected,China,ETB,3584990.0,"ETB 3,584,990.80USD 1,134,414.70",,,,,,
P128891,http://search.worldbank.org/wcontractawards/procdetails/OP00027160,Alta Computech PLC,Rejected,Ethiopia,ETB,243500.0,"ETB 243,500.00USD 518,500.00",,,,,,
,http://search.worldbank.org/wcontractawards/procdetails/OP00030255,,Evaluated,,,,,,,4.975.250.00 HRK,,,
,http://search.worldbank.org/wcontractawards/procdetails/OP00029536,,Evaluated,,,,,,,,,,
P128891,http://search.worldbank.org/wcontractawards/procdetails/OP00030911,SHENZHEN GREN TECH RFCOMMUNICATIONS LTD,Awarded,China,ETB,8000000.0,"ETB 8,000,000.00USD 1,980,488.32",ETB,47481430.0,"ETB47,481,430.80",ETB,47481430.0,"ETB47,481,430.80"
P128891,http://search.worldbank.org/wcontractawards/procdetails/OP00030911,THE COPY CAT LTD,Evaluated,Kenya,USD,3316971.0,"USD 3,316,971.90",ETB,56518946.0,"ETB56,518,946.95",,,
P128891,http://search.worldbank.org/wcontractawards/procdetails/OP00030911,ANHUI TELECOMMINCATION ENGINEERING LTD,Evaluated,China,ETB,10956213.0,"ETB 10,956,213.47USD 2,433,332.20",ETB,69807930.0,"ETB69,807,930.79",,,
P128891,http://search.worldbank.org/wcontractawards/procdetails/OP00030911,TRANSNATIONAL COMPUTER TECHNOLOGY (TCT),Evaluated,United States,USD,4794624.0,"USD 4,794,624.22",ETB,91785157.0,"ETB91,785,157.02",,,
P128891,http://search.worldbank.org/wcontractawards/procdetails/OP00030911,UNITED SYSTEM INTEGRATORS PLC,Evaluated,Ethiopia,ETB,110046297.0,"ETB 110,046,297.40",ETB,94371205.0,"ETB94,371,205.15",,,
P128891,http://search.worldbank.org/wcontractawards/procdetails/OP00030911,CCS COMSERVICE SOLUTION PLC,Rejected,Ethiopia,ETB,17282600.0,"ETB 17,282,600.00USD 1,481,321.44",,,,,,
P126346,http://search.worldbank.org/wcontractawards/procdetails/OP00025886,IGN France International-IMAO,Awarded,France,USD,2089822.0,"USD 2,089,822.00",USD,2089822.0,"USD2,089,822.00",USD,2089822.0,"USD2,089,822.00"
P126346,http://search.worldbank.org/wcontractawards/procdetails/OP00025886,Kucera International Inc.,Evaluated,United States,USD,5453700.0,"USD 5,453,700.00",USD,5453700.0,"USD5,453,700.00",,,
P126346,http://search.worldbank.org/wcontractawards/procdetails/OP00025886,International Air Photo,Rejected,France,,,,,,,,,
,http://search.worldbank.org/wcontractawards/procdetails/OP00030255,,Evaluated,,,,,,,4.975.250.00 HRK,,,
,http://search.worldbank.org/wcontractawards/procdetails/OP00029536,,Evaluated,,,,,,,,,,
P128891,http://search.worldbank.org/wcontractawards/procdetails/OP00030911,SHENZHEN GREN TECH RFCOMMUNICATIONS LTD,Awarded,China,ETB,8000000.0,"ETB 8,000,000.00USD 1,980,488.32",ETB,47481430.0,"ETB47,481,430.80",ETB,47481430.0,"ETB47,481,430.80"
P128891,http://search.worldbank.org/wcontractawards/procdetails/OP00030911,THE COPY CAT LTD,Evaluated,Kenya,USD,3316971.0,"USD 3,316,971.90",ETB,56518946.0,"ETB56,518,946.95",,,
P128891,http://search.worldbank.org/wcontractawards/procdetails/OP00030911,ANHUI TELECOMMINCATION ENGINEERING LTD,Evaluated,China,ETB,10956213.0,"ETB 10,956,213.47USD 2,433,332.20",ETB,69807930.0,"ETB69,807,930.79",,,
P128891,http://search.worldbank.org/wcontractawards/procdetails/OP00030911,TRANSNATIONAL COMPUTER TECHNOLOGY (TCT),Evaluated,United States,USD,4794624.0,"USD 4,794,624.22",ETB,91785157.0,"ETB91,785,157.02",,,
P128891,http://search.worldbank.org/wcontractawards/procdetails/OP00030911,UNITED SYSTEM INTEGRATORS PLC,Evaluated,Ethiopia,ETB,110046297.0,"ETB 110,046,297.40",ETB,94371205.0,"ETB94,371,205.15",,,
P128891,http://search.worldbank.org/wcontractawards/procdetails/OP00030911,CCS COMSERVICE SOLUTION PLC,Rejected,Ethiopia,ETB,17282600.0,"ETB 17,282,600.00USD 1,481,321.44",,,,,,
P126346,http://search.worldbank.org/wcontractawards/procdetails/OP00025886,IGN France International-IMAO,Awarded,France,USD,2089822.0,"USD 2,089,822.00",USD,2089822.0,"USD2,089,822.00",USD,2089822.0,"USD2,089,822.00"
P126346,http://search.worldbank.org/wcontractawards/procdetails/OP00025886,Kucera International Inc.,Evaluated,United States,USD,5453700.0,"USD 5,453,700.00",USD,5453700.0,"USD5,453,700.00",,,
P126346,http://search.worldbank.org/wcontractawards/procdetails/OP00025886,International Air Photo,Rejected,France,,,,,,,,,
P078301,http://search.worldbank.org/wcontractawards/procdetails/OP00008762,JSC #SemAZ#,Awarded,,KZT,172800000.0,"KZT 172,800,000.00;",KZT,185100000.0,"KZT185,100,000.00",KZT,172800000.0,"KZT172,800,000.00"
P078301,http://search.worldbank.org/wcontractawards/procdetails/OP00008762,JSC #OralAgro#(Kazakhstan),Evaluated,,KZT,116400000.0,"KZT 116,400,000.00;",KZT,116400000.0,"KZT116,400,000.00",,,
P078301,http://search.worldbank.org/wcontractawards/procdetails/OP00008762,LLP #SemAZ#(Kazakhstan),Evaluated,,KZT,194800000.0,"KZT 194,800,000.00;",KZT,194800000.0,"KZT194,800,000.00",,,
P078301,http://search.worldbank.org/wcontractawards/procdetails/OP00008762,JSC #OralAgro#(Kazakhstan),Evaluated,,KZT,255800000.0,"KZT 255,800,000.00;",KZT,255800000.0,"KZT255,800,000.00",,,
P078301,http://search.worldbank.org/wcontractawards/procdetails/OP00008762,LLP #Ata-Suu#(Kazakhstan),Rejected,,,,,,,,,,
P078301,http://search.worldbank.org/wcontractawards/procdetails/OP00008762,JSC #Agromashholding#(Kazakhstan),Rejected,,KZT,234480000.0,"KZT 234,480,000.00;",,,,,,
P078301,http://search.worldbank.org/wcontractawards/procdetails/OP00009707,"""IQ Wireless Gmbh""",Awarded,,,,,KZT,264.0,KZT264.00,KZT,264.0,KZT264.00
P078301,http://search.worldbank.org/wcontractawards/procdetails/OP00009707,Join Venture of KazTechSystems Ltd ZTE Corporation Fire Eatch International AG,Evaluated,,,,,KZT,407.0,KZT407.00,,,
P078301,http://search.worldbank.org/wcontractawards/procdetails/OP00016732,"""SADR Escort"" LLC",Awarded,,KZT,33.0,KZT 33.00,KZT,33.0,KZT33.00,KZT,33.0,KZT33.00
P078301,http://search.worldbank.org/wcontractawards/procdetails/OP00026873,Group of Companies Skymax Technologies LLC,Awarded,Kazakhstan,KZT,147550365.0,"KZT 147,550,365.00",KZT,147550365.0,"KZT147,550,365.00",KZT,147550365.0,"KZT147,550,365.00"
P078301,http://search.worldbank.org/wcontractawards/procdetails/OP00026873,STK-com LLC,Rejected,Kazakhstan,KZT,149236500.0,"KZT 149,236,500.00",,,,,,
P078301,http://search.worldbank.org/wcontractawards/procdetails/OP00027854,Leskhozsnab LLC,Awarded,Kazakhstan,KZT,572.0,KZT 572.00,KZT,575.0,KZT575.00,KZT,572.0,KZT572.00
P078301,http://search.worldbank.org/wcontractawards/procdetails/OP00027854,Tekhmotiv LLC,Evaluated,Kazakhstan,KZT,681.0,KZT 681.00,KZT,684.0,KZT684.00,,,
P078301,http://search.worldbank.org/wcontractawards/procdetails/OP00028380,SemAZ LLP,Awarded,Kazakhstan,KZT,47250000.0,"KZT 47,250,000.00",KZT,44887500.0,"KZT44,887,500.00",KZT,44887500.0,"KZT44,887,500.00"
P078301,http://search.worldbank.org/wcontractawards/procdetails/OP00028380,AstanaTekhresurs LLP,Rejected,Kazakhstan,KZT,58770000.0,"KZT 58,770,000.00",,,,,,
P078301,http://search.worldbank.org/wcontractawards/procdetails/OP00028372,Tekhmotiv LLP,Awarded,Kazakhstan,KZT,47928000.0,"KZT 47,928,000.00",KZT,47928000.0,"KZT47,928,000.00",KZT,47928000.0,"KZT47,928,000.00"
P078301,http://search.worldbank.org/wcontractawards/procdetails/OP00029412,VirazhSpetztekhnika LLP,Awarded,Kazakhstan,KZT,81984000.0,"KZT 81,984,000.00",KZT,81984000.0,"KZT81,984,000.00",KZT,81984000.0,"KZT81,984,000.00"
P078301,http://search.worldbank.org/wcontractawards/procdetails/OP00016732,"""SADR Escort"" LLC",Awarded,,KZT,33.0,KZT 33.00,KZT,33.0,KZT33.00,KZT,33.0,KZT33.00
P078301,http://search.worldbank.org/wcontractawards/procdetails/OP00026873,Group of Companies Skymax Technologies LLC,Awarded,Kazakhstan,KZT,147550365.0,"KZT 147,550,365.00",KZT,147550365.0,"KZT147,550,365.00",KZT,147550365.0,"KZT147,550,365.00"
P078301,http://search.worldbank.org/wcontractawards/procdetails/OP00026873,STK-com LLC,Rejected,Kazakhstan,KZT,149236500.0,"KZT 149,236,500.00",,,,,,
P078301,http://search.worldbank.org/wcontractawards/procdetails/OP00027854,Leskhozsnab LLC,Awarded,Kazakhstan,KZT,572.0,KZT 572.00,KZT,575.0,KZT575.00,KZT,572.0,KZT572.00
P078301,http://search.worldbank.org/wcontractawards/procdetails/OP00027854,Tekhmotiv LLC,Evaluated,Kazakhstan,KZT,681.0,KZT 681.00,KZT,684.0,KZT684.00,,,
P123673,http://search.worldbank.org/wcontractawards/procdetails/OP00028038,SESA TECHNONOLOGIES,Awarded,Senegal,XOF,455192560.0,"XOF 455,192,560.00",XOF,455192560.0,"XOF455,192,560.00",XOF,455192560.0,"XOF455,192,560.00"
P123673,http://search.worldbank.org/wcontractawards/procdetails/OP00028039,SONATEL,Awarded,Senegal,XOF,73557892.0,"XOF 73,557,892.00",XOF,73557892.0,"XOF73,557,892.00",XOF,73557892.0,"XOF73,557,892.00"
P123673,http://search.worldbank.org/wcontractawards/procdetails/OP00028036,SESA TECHNONOLOGIES,Awarded,Senegal,XOF,727853084.0,"XOF 727,853,084.00",XOF,800638392.0,"XOF800,638,392.00",XOF,727853084.0,"XOF727,853,084.00"
P123673,http://search.worldbank.org/wcontractawards/procdetails/OP00028037,SONATEL,Awarded,Senegal,XOF,382056833.0,"XOF 382,056,833.00",XOF,382056833.0,"XOF382,056,833.00",XOF,382056833.0,"XOF382,056,833.00"
P123673,http://search.worldbank.org/wcontractawards/procdetails/OP00028355,HORIZON EDUCATION,Awarded,France,EUR,110097.0,"EUR 110,097.20",EUR,110097.0,"EUR110,097.20",EUR,110097.0,"EUR110,097.20"
P128940,http://search.worldbank.org/wcontractawards/procdetails/OP00030022,GECI ESPANOL S.A.,Awarded,Spain,USD,1109222.0,"USD 1,109,222.90",USD,1033320.0,"USD1,033,320.33",USD,1032235.0,"USD1,032,235.21"
P128940,http://search.worldbank.org/wcontractawards/procdetails/OP00030022,Airways New Zealand,Evaluated,New Zealand,NZD,1472710.0,"NZD 1,472,710.00",USD,1240169.0,"USD1,240,169.09",,,
P128940,http://search.worldbank.org/wcontractawards/procdetails/OP00030022,Safegate Australia Pty Ltd,Evaluated,Australia,AUD,2310643.0,"AUD 2,310,643.34",USD,2141504.0,"USD2,141,504.25",,,
P128940,http://search.worldbank.org/wcontractawards/procdetails/OP00030022,Liuanga Vision Electrical Contractor,Rejected,Tonga,,,,,,,,,
P128940,http://search.worldbank.org/wcontractawards/procdetails/OP00030022,China Civil Engineering Construction Corporation (CCECC),Rejected,Tonga,USD,13992340.0,"USD 13,992,340.94",,,,,,
P128950,http://search.worldbank.org/wcontractawards/procdetails/OP00024584,Digit d.o.o,Awarded,Bosnia and Herzegovina,BAM,363392.0,"BAM 363,392.39",BAM,363392.0,"BAM363,392.39",BAM,363392.0,"BAM363,392.39"
P128950,http://search.worldbank.org/wcontractawards/procdetails/OP00024584,Telemax ICT d.o.o,Evaluated,Bosnia and Herzegovina,BAM,421739.0,"BAM 421,739.04",BAM,421739.0,"BAM421,739.04",,,
P128950,http://search.worldbank.org/wcontractawards/procdetails/OP00024584,KING ICT d.o.o.,Evaluated,Bosnia and Herzegovina,BAM,429777.0,"BAM 429,777.69",BAM,429777.0,"BAM429,777.69",,,
P128950,http://search.worldbank.org/wcontractawards/procdetails/OP00025429,GEOWILD d.o.o.,Awarded,Bosnia and Herzegovina,BAM,150500.0,"BAM 150,500.00",BAM,150500.0,"BAM150,500.00",BAM,176085.0,"BAM176,085.00"
P128950,http://search.worldbank.org/wcontractawards/procdetails/OP00025429,GEOKOM d.o.o.,Evaluated,Bosnia and Herzegovina,BAM,162400.0,"BAM 162,400.00",BAM,162400.0,"BAM162,400.00",,,
P128950,http://search.worldbank.org/wcontractawards/procdetails/OP00025429,Trimble Europe BV,Rejected,Netherlands,EUR,69510.0,"EUR 69,510.00",,,,,,
P128950,http://search.worldbank.org/wcontractawards/procdetails/OP00024450,LADA AUTO,Awarded,Bosnia and Herzegovina,BAM,343260.0,"BAM 343,260.00",BAM,343260.0,"BAM343,260.00",BAM,343260.0,"BAM343,260.00"
P128950,http://search.worldbank.org/wcontractawards/procdetails/OP00024584,Digit d.o.o,Awarded,Bosnia and Herzegovina,BAM,363392.0,"BAM 363,392.39",BAM,363392.0,"BAM363,392.39",BAM,363392.0,"BAM363,392.39"
P128950,http://search.worldbank.org/wcontractawards/procdetails/OP00024584,Telemax ICT d.o.o,Evaluated,Bosnia and Herzegovina,BAM,421739.0,"BAM 421,739.04",BAM,421739.0,"BAM421,739.04",,,
P128950,http://search.worldbank.org/wcontractawards/procdetails/OP00024584,KING ICT d.o.o.,Evaluated,Bosnia and Herzegovina,BAM,429777.0,"BAM 429,777.69",BAM,429777.0,"BAM429,777.69",,,
P128950,http://search.worldbank.org/wcontractawards/procdetails/OP00025429,GEOWILD d.o.o.,Awarded,Bosnia and Herzegovina,BAM,150500.0,"BAM 150,500.00",BAM,150500.0,"BAM150,500.00",BAM,176085.0,"BAM176,085.00"
P128950,http://search.worldbank.org/wcontractawards/procdetails/OP00025429,GEOKOM d.o.o.,Evaluated,Bosnia and Herzegovina,BAM,162400.0,"BAM 162,400.00",BAM,162400.0,"BAM162,400.00",,,
P128950,http://search.worldbank.org/wcontractawards/procdetails/OP00025429,Trimble Europe BV,Rejected,Netherlands,EUR,69510.0,"EUR 69,510.00",,,,,,
P111556,http://search.worldbank.org/wcontractawards/procdetails/OP00025052,M/S Zhongomei Engineering Group Limited,Awarded,Uganda,USD,2428289.0,"USD 2,428,289.09",USD,2226768.0,"USD2,226,768.22",USD,2226768.0,"USD2,226,768.22"
P111556,http://search.worldbank.org/wcontractawards/procdetails/OP00025052,China First Highway Engineering Co. Ltd,Evaluated,China,UGX,4516709075.0,"UGX 4,516,709,075.00USD 1,656,131.30",USD,1656131.0,"USD1,656,131.30",,,
P111556,http://search.worldbank.org/wcontractawards/procdetails/OP00025052,Sarjan Construction (U) Ltd,Evaluated,Uganda,USD,2034595.0,"USD 2,034,595.55",USD,1876672.0,"USD1,876,672.18",,,
P111556,http://search.worldbank.org/wcontractawards/procdetails/OP00025052,Zhongmei Engineering Group Ltd,Evaluated,Uganda,USD,2428289.0,"USD 2,428,289.09",USD,2120731.0,"USD2,120,731.64",,,
P111556,http://search.worldbank.org/wcontractawards/procdetails/OP00025052,Arab Contractors (U) Ltd,Evaluated,Uganda,UGX,6138763782.0,"UGX 6,138,763,782.00USD 2,161,158.94",USD,2161158.0,"USD2,161,158.94",,,
P111556,http://search.worldbank.org/wcontractawards/procdetails/OP00025052,Rohi Services Ltd,Evaluated,Uganda,USD,2153502.0,"USD 2,153,502.66",USD,2187012.0,"USD2,187,012.08",,,
P111556,http://search.worldbank.org/wcontractawards/procdetails/OP00025052,Amugoli General Enterprises Ltd,Evaluated,Uganda,USD,2465913.0,"USD 2,465,913.81",USD,2368939.0,"USD2,368,939.55",,,
P111556,http://search.worldbank.org/wcontractawards/procdetails/OP00025052,Seyani Brothers & Co (U) Limited,Evaluated,Uganda,UGX,6653967962.0,"UGX 6,653,967,962.00USD 2,369,716.83",USD,2369716.0,"USD2,369,716.83",,,
P111556,http://search.worldbank.org/wcontractawards/procdetails/OP00025052,Cementers Uganda Ltd,Evaluated,Uganda,USD,2581817.0,"USD 2,581,817.76",USD,2588067.0,"USD2,588,067.40",,,
P111556,http://search.worldbank.org/wcontractawards/procdetails/OP00025052,Coil Ltd,Evaluated,Uganda,USD,3165601.0,"USD 3,165,601.20",USD,2692193.0,"USD2,692,193.12",,,
P111556,http://search.worldbank.org/wcontractawards/procdetails/OP00025052,Excel Construction Limited,Evaluated,Uganda,USD,3253686.0,"USD 3,253,686.05",USD,2698600.0,"USD2,698,600.50",,,
P111556,http://search.worldbank.org/wcontractawards/procdetails/OP00025052,China Jiangxi Corporation forInternational Economic and Technical Cooperation,Evaluated,China,USD,2908969.0,"USD 2,908,969.26",USD,2770882.0,"USD2,770,882.28",,,
P111556,http://search.worldbank.org/wcontractawards/procdetails/OP00025052,Seyani International Co. Ltd,Evaluated,Uganda,USD,2968951.0,"USD 2,968,951.15",USD,2834722.0,"USD2,834,722.92",,,
P111556,http://search.worldbank.org/wcontractawards/procdetails/OP00025052,Hua Xia International Construction (U) Ltd,Evaluated,Uganda,USD,3153370.0,"USD 3,153,370.67",USD,2894104.0,"USD2,894,104.92",,,
P111556,http://search.worldbank.org/wcontractawards/procdetails/OP00025052,Vambeco Enterprises Ltd,Evaluated,Uganda,USD,4826253.0,"USD 4,826,253.28",USD,4598376.0,"USD4,598,376.70",,,
P111556,http://search.worldbank.org/wcontractawards/procdetails/OP00025052,China First Highway Engineering Co. Ltd,Rejected,China,USD,4516709075.0,"USD 4,516,709,075.00",,,,,,
P111556,http://search.worldbank.org/wcontractawards/procdetails/OP00025052,Sarjan Construction (U) Ltd,Rejected,Uganda,USD,2034595.0,"USD 2,034,595.55",,,,,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016793,Krishna Traders,Awarded,,BDT,1540970.0,"BDT 1,540,970.10USD 315,536.31",BDT,31617906.0,"BDT31,617,906.34",BDT,31617906.0,"BDT31,617,906.34"
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016793,Balaka Press & Publications,Evaluated,,BDT,31878340.0,"BDT 31,878,340.29",BDT,31878340.0,"BDT31,878,340.29",,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016793,V.K. Udyog Ltd.,Evaluated,,BDT,733289.0,"BDT 733,289.22USD 336,522.94",BDT,32674146.0,"BDT32,674,146.19",,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016793,Oishee Printers,Evaluated,,BDT,32846280.0,"BDT 32,846,280.73",BDT,32846280.0,"BDT32,846,280.73",,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016793,Capital Business Systems Ltd.,Evaluated,,USD,370348.0,"USD 370,348.39",BDT,35030328.0,"BDT35,030,328.24",,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016793,Pitambra Books Private Limited,Evaluated,,BDT,1594107.0,"BDT 1,594,107.00USD 380,916.95",BDT,37863205.0,"BDT37,863,205.06",,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016793,S. R. Printing Press Ltd.,Evaluated,,BDT,39535835.0,"BDT 39,535,835.84",BDT,39535835.0,"BDT39,535,835.84",,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016793,LMJ International Ltd.,Rejected,,BDT,2656845.0,"BDT 2,656,845.00USD 432,712.50",,,,,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016779,Krishna Traders,Awarded,,BDT,1623921.0,"BDT 1,623,921.05USD 311,334.12",BDT,31315825.0,"BDT31,315,825.28",BDT,31315825.0,"BDT31,315,825.28"
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016779,V.K. Udyog Ltd.,Evaluated,,BDT,722906.0,"BDT 722,906.79USD 323,790.64",BDT,31457889.0,"BDT31,457,889.97",,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016779,Bookman Printers & Publishers,Evaluated,,BDT,31475677.0,"BDT 31,475,677.50",BDT,31475677.0,"BDT31,475,677.55",,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016779,East-West Media Group Ltd,Evaluated,,BDT,31764172.0,"BDT 31,764,172.70",BDT,31764172.0,"BDT31,764,172.70",,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016779,Karatoa Printers & Publications,Evaluated,,BDT,32077266.0,"BDT 32,077,266.41",BDT,32077266.0,"BDT32,077,266.41",,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016779,Oishee Printers,Evaluated,,BDT,32577594.0,"BDT 32,577,594.11",BDT,32577594.0,"BDT32,577,594.11",,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016779,Kashem and Rahman Printing Press,Evaluated,,BDT,32599211.0,"BDT 32,599,211.85",BDT,32599211.0,"BDT32,599,211.85",,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016779,Capital Business Systems Ltd.,Evaluated,,USD,364068.0,"USD 364,068.96",BDT,34436373.0,"BDT34,436,373.13",,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016779,Pitambra Books Private Limited,Evaluated,,BDT,1571536.0,"BDT 1,571,536.50USD 375,406.10",BDT,37315991.0,"BDT37,315,991.46",,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016779,Jupiter Printers,Rejected,,BDT,33577384.0,"BDT 33,577,384.00",,,,,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016779,LMJ International Ltd.,Rejected,,BDT,2619227.0,"BDT 2,619,227.50USD 427,861.33",,,,,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016798,Krishna Traders,Awarded,,BDT,1261294.0,"BDT 1,261,294.10USD 253,894.98",BDT,25465779.0,"BDT25,465,779.64",BDT,25465779.0,"BDT25,465,779.64"
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016798,Balaka Press & Publication,Evaluated,,BDT,25628594.0,"BDT 25,628,594.45",BDT,25628594.0,"BDT25,628,594.45",,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016798,Bright Printing Press & Publication,Evaluated,,BDT,26084021.0,"BDT 26,084,021.76",BDT,26084021.0,"BDT26,084,021.76",,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016798,V.K Udyog Ltd,Evaluated,,BDT,600202.0,"BDT 600,202.02USD 270,638.58",BDT,26289259.0,"BDT26,289,259.01",,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016798,Dhaleshwari Limited,Evaluated,,BDT,28059602.0,"BDT 28,059,602.81",BDT,28059602.0,"BDT28,059,602.81",,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016798,Capital Business Systems Ltd.,Evaluated,,USD,297904.0,"USD 297,904.28",BDT,28178021.0,"BDT28,178,021.37",,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016798,Monmouri Offset Press & Publications,Evaluated,,BDT,29223094.0,"BDT 29,223,094.42",BDT,29223094.0,"BDT29,223,094.42",,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016798,Pitambra books Private Limited,Evaluated,,BDT,1261294.0,"BDT 1,261,294.10USD 305,537.90",BDT,30350554.0,"BDT30,350,554.33",,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016798,LMJ International Ltd.,Rejected,,BDT,2174645.0,"BDT 2,174,645.00USD 347,155.09",,,,,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016814,East-West Media Group Ltd.,Awarded,,BDT,30719103.0,"BDT 30,719,103.97",BDT,30719103.0,"BDT30,719,103.97",BDT,30719103.0,"BDT30,719,103.97"
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016814,Krishna Traders,Evaluated,,BDT,1760114.0,"BDT 1,760,114.40USD 309,793.27",BDT,27240610.0,"BDT27,240,610.86",,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016814,Gopsons Papers Limited,Evaluated,,BDT,810719.0,"BDT 810,719.36USD 355,479.81",BDT,30048933.0,"BDT30,048,933.73",,,
P113435,http://search.worldbank.org/wcontractawards/procdetails/OP00016814,Tara TPS Team Manager International Business Team,Evaluated,,BDT,53336.0,"BDT 53,336.80USD 373,789.40",BDT,30797514.0,"BDT30,797,514.95",,,
