project,contract,contract.country,method.procurement,method.selection,price.amount,price.currency,n.bids
,http://search.worldbank.org/wcontractawards/procdetails/OP00016247,Dominican Republic,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00021708,Dominican Republic,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00022872,Dominican Republic,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00022871,Dominican Republic,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00022969,Dominican Republic,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00023583,Dominican Republic,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00023584,Dominican Republic,,,,,0
P109932,http://search.worldbank.org/wcontractawards/procdetails/OP00023801,Dominican Republic,,,3239985.0,USD,4
P109932,http://search.worldbank.org/wcontractawards/procdetails/OP00023832,Dominican Republic,,,162233214.0,DOP,7
,http://search.worldbank.org/wcontractawards/procdetails/OP00025813,Dominican Republic,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00025814,Dominican Republic,,SBCC.,,,0
P128939,http://search.worldbank.org/wcontractawards/procdetails/OP00032301,Tonga,INDV- Individual ,,37600.0,USD,0
P128939,http://search.worldbank.org/wcontractawards/procdetails/OP00032429,Tonga,INDV- Individual ,,155180.0,TOP,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00008038,Dominican Republic,,,,,0
P109932,http://search.worldbank.org/wcontractawards/procdetails/OP00013909,Dominican Republic,,QBS - Quality Based Selection,2031253.0,USD,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00015307,Dominican Republic,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00016247,Dominican Republic,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00021708,Dominican Republic,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00022872,Dominican Republic,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00022871,Dominican Republic,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00022969,Dominican Republic,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00023583,Dominican Republic,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00023584,Dominican Republic,,,,,0
P109932,http://search.worldbank.org/wcontractawards/procdetails/OP00023801,Dominican Republic,,,3239985.0,USD,4
P109932,http://search.worldbank.org/wcontractawards/procdetails/OP00023832,Dominican Republic,,,162233214.0,DOP,7
,http://search.worldbank.org/wcontractawards/procdetails/OP00025813,Dominican Republic,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00025814,Dominican Republic,,SBCC.,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00029478,Tajikistan,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00020335,Argentina,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00020334,Argentina,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027847,Argentina,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00029081,Argentina,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00029123,Argentina,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00029186,Argentina,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00030095,Argentina,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00030096,Argentina,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00030094,Argentina,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00030134,Argentina,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00030279,Argentina,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00030278,Argentina,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00030277,Argentina,,,,,0
P124045,http://search.worldbank.org/wcontractawards/procdetails/OP00026006,Tanzania,INDV- Individual ,,139360.0,USD,0
P124045,http://search.worldbank.org/wcontractawards/procdetails/OP00026009,Tanzania,INDV- Individual ,,122720.0,USD,0
P124045,http://search.worldbank.org/wcontractawards/procdetails/OP00026008,Tanzania,INDV- Individual ,,122720.0,USD,0
P124045,http://search.worldbank.org/wcontractawards/procdetails/OP00026001,Tanzania,INDV- Individual ,,151840.0,USD,0
P124045,http://search.worldbank.org/wcontractawards/procdetails/OP00026002,Tanzania,INDV- Individual ,,139360.0,USD,0
P124045,http://search.worldbank.org/wcontractawards/procdetails/OP00027571,Tanzania,,,9972770.0,TZS,4
P124045,http://search.worldbank.org/wcontractawards/procdetails/OP00027760,Tanzania,,,608634000.0,TZS,15
P124045,http://search.worldbank.org/wcontractawards/procdetails/OP00027883,Tanzania,,,853681484.0,TZS,13
P124045,http://search.worldbank.org/wcontractawards/procdetails/OP00027826,Tanzania,,,865257188.0,TZS,16
P124045,http://search.worldbank.org/wcontractawards/procdetails/OP00027954,Tanzania,,,9972770.0,USD,3
,http://search.worldbank.org/wcontractawards/procdetails/OP00025881,South Sudan,,,,,0
P129000,http://search.worldbank.org/wcontractawards/procdetails/OP00025879,South Sudan,,,36286166.0,SSP,1
P129000,http://search.worldbank.org/wcontractawards/procdetails/OP00025883,South Sudan,CQS- Selection Based On Consultant's Qualification ,,180502.0,USD,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00019307,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00019336,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00019339,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00021469,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00023156,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00023157,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00023153,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00023154,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00026668,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00026758,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00026752,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00026757,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00026754,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00026753,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00026756,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00026755,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00026750,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00026764,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00026904,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00026906,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00026905,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00025748,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027786,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027782,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027787,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027783,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027784,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027780,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027779,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027771,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027781,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027777,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027789,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027790,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027788,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027791,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027778,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027843,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027844,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00028525,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00028526,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00028528,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00028529,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00028527,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00028559,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00028558,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00028543,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00028557,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00028560,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00028631,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00028628,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00028632,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00028633,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00028629,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00028630,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00023656,Burundi,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00023727,Burundi,,,,,0
P120867,http://search.worldbank.org/wcontractawards/procdetails/OP00024698,Vietnam,,,4592443240.0,VND,5
P120867,http://search.worldbank.org/wcontractawards/procdetails/OP00025131,Vietnam,,,19855691076.0,VND,6
P120867,http://search.worldbank.org/wcontractawards/procdetails/OP00025132,Vietnam,,,18137028840.0,VND,7
P120867,http://search.worldbank.org/wcontractawards/procdetails/OP00025129,Vietnam,,,16610900000.0,VND,7
P120867,http://search.worldbank.org/wcontractawards/procdetails/OP00025130,Vietnam,,,807306.0,USD,7
P120867,http://search.worldbank.org/wcontractawards/procdetails/OP00025151,Vietnam,,,15156200000.0,VND,3
P120867,http://search.worldbank.org/wcontractawards/procdetails/OP00025147,Vietnam,,,928600.0,USD,3
P120867,http://search.worldbank.org/wcontractawards/procdetails/OP00025150,Vietnam,,,910616.0,USD,4
,http://search.worldbank.org/wcontractawards/procdetails/OP00015139,Panama,,,,,0
P087106,http://search.worldbank.org/wcontractawards/procdetails/OP00008390,Guatemala,,QCBS - Quality And Cost-Based Selection,3095847.0,GTQ,0
P087106,http://search.worldbank.org/wcontractawards/procdetails/OP00016927,Guatemala,,,8650690.0,GTQ,9
P087106,http://search.worldbank.org/wcontractawards/procdetails/OP00016926,Guatemala,,,20504797.0,GTQ,7
P090157,http://search.worldbank.org/wcontractawards/procdetails/OP00010593,Bhutan,DIR- Direct Contracting,,2600000.0,BTN,0
P118610,http://search.worldbank.org/wcontractawards/procdetails/OP00018536,Vietnam,CQS- Selection Based On Consultant's Qualification ,,119009.0,USD,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00018607,Vietnam,,QCBS,,,0
P118610,http://search.worldbank.org/wcontractawards/procdetails/OP00019436,Vietnam,CQS- Selection Based OnConsultant's Qualification ,,4076601000.0,VND,0
P118610,http://search.worldbank.org/wcontractawards/procdetails/OP00019438,Vietnam,CQS- Selection Based On Consultant's Qualification ,,4046655000.0,VND,0
P118610,http://search.worldbank.org/wcontractawards/procdetails/OP00019439,Vietnam,CQS- Selection Based OnConsultant's Qualification ,,1975127000.0,VND,0
P118610,http://search.worldbank.org/wcontractawards/procdetails/OP00019437,Vietnam,CQS- Selection Based OnConsultant's Qualification ,,2031535000.0,VND,0
P118610,http://search.worldbank.org/wcontractawards/procdetails/OP00021677,Vietnam,CQS- Selection Based OnConsultant's Qualification ,,15000.0,USD,0
P118610,http://search.worldbank.org/wcontractawards/procdetails/OP00021678,Vietnam,CQS- Selection Based OnConsultant's Qualification ,,15000.0,USD,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00022101,Albania,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00022764,Vietnam,,QCBS,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00023780,Vietnam,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00023779,Vietnam,,,,,0
P118610,http://search.worldbank.org/wcontractawards/procdetails/OP00025193,Vietnam,CQS- SelectionBased On Consultant's Qualification ,,3981335800.0,VND,0
P118610,http://search.worldbank.org/wcontractawards/procdetails/OP00025190,Vietnam,CQS- SelectionBased On Consultant's Qualification ,,3767704080.0,VND,0
P118610,http://search.worldbank.org/wcontractawards/procdetails/OP00025192,Vietnam,CQS- Selection Based On Consultant's Qualification ,,1566653660.0,VND,0
P118610,http://search.worldbank.org/wcontractawards/procdetails/OP00025194,Vietnam,CQS- Selection Based OnConsultant's Qualification ,,1045074000.0,VND,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00026870,Bhutan,,,,,0
P119139,http://search.worldbank.org/wcontractawards/procdetails/OP00019267,Bangladesh,,,10734218.0,BDT,7
P119139,http://search.worldbank.org/wcontractawards/procdetails/OP00019270,Bangladesh,,,23354540.0,BDT,6
P119139,http://search.worldbank.org/wcontractawards/procdetails/OP00019271,Bangladesh,,,3338175.0,BDT,4
P119139,http://search.worldbank.org/wcontractawards/procdetails/OP00019272,Bangladesh,,,16389855.0,BDT,2
,http://search.worldbank.org/wcontractawards/procdetails/OP00016266,Cambodia,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00023400,China,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00023411,China,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00023399,China,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00023410,China,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00023514,China,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00024987,China,,QCBS ,,,0
P104994,http://search.worldbank.org/wcontractawards/procdetails/OP00028385,Kyrgyz Republic,,,56476267.0,KGS,1
P104994,http://search.worldbank.org/wcontractawards/procdetails/OP00028918,Kyrgyz Republic,,,49943706.0,KGS,4
,http://search.worldbank.org/wcontractawards/procdetails/OP00018395,Africa,,,,,0
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00007705,Vietnam,,,3582319524760.0,VND,3
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00007704,Vietnam,,,3582319524760.0,VND,1
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00008020,Vietnam,,QCBS - Quality And Cost-Based Selection,532257.0,USD,0
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00009158,Vietnam,,,8586842766.0,VND,5
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00009159,Vietnam,,,20448111603.0,VND,3
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00009156,Vietnam,,,15056988400.0,VND,4
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00009905,Vietnam,,QCBS - Quality And Cost-Based Selection,316889.0,USD,0
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00010584,Vietnam,,QCBS - Quality And Cost-Based Selection,17914698750.0,VND,0
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00012515,Vietnam,,,4423501376.0,VND,4
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00013978,Vietnam,,QCBS - Quality And Cost-Based Selection,25703593500.0,VND,0
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00015090,Vietnam,,,27031856744.0,VND,1
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00015091,Vietnam,,,27031856744.0,VND,1
,http://search.worldbank.org/wcontractawards/procdetails/OP00016326,Vietnam,,,,,0
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00016297,Vietnam,,,3098000000.0,VND,4
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00016543,Vietnam,,,110284011078.0,USD,3
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00017666,Vietnam,CQS- Selection Based On Consultant's Qualification ,,49698.0,USD,0
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00017747,Vietnam,,,75724347297.0,USD,1
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00018570,Vietnam,,,79879579569.0,VND,1
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00018658,Vietnam,,,21453492800.0,VND,1
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00018817,Vietnam,,,51994755646.0,VND,4
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00018830,Vietnam,,,21630392494.0,VND,1
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00018564,Vietnam,,,16521079228.0,VND,9
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00019019,Vietnam,,,70753251000.0,VND,9
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00019350,Vietnam,,,59141300115.0,VND,3
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00019349,Vietnam,,,35932064693.0,VND,3
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00019702,Vietnam,,,28363204902.0,VND,5
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00013978,Vietnam,,QCBS - Quality And Cost-Based Selection,25703593500.0,VND,0
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00015090,Vietnam,,,27031856744.0,VND,1
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00015091,Vietnam,,,27031856744.0,VND,1
,http://search.worldbank.org/wcontractawards/procdetails/OP00016326,Vietnam,,,,,0
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00016297,Vietnam,,,3098000000.0,VND,4
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00016543,Vietnam,,,110284011078.0,USD,3
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00017666,Vietnam,CQS- Selection Based On Consultant's Qualification ,,49698.0,USD,0
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00017747,Vietnam,,,75724347297.0,USD,1
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00018570,Vietnam,,,79879579569.0,VND,1
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00018658,Vietnam,,,21453492800.0,VND,1
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00018817,Vietnam,,,51994755646.0,VND,4
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00018830,Vietnam,,,21630392494.0,VND,1
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00018564,Vietnam,,,16521079228.0,VND,9
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00019019,Vietnam,,,70753251000.0,VND,9
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00019350,Vietnam,,,59141300115.0,VND,3
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00019349,Vietnam,,,35932064693.0,VND,3
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00019702,Vietnam,,,28363204902.0,VND,5
,http://search.worldbank.org/wcontractawards/procdetails/OP00019700,Vietnam,,,,,0
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00019698,Vietnam,,,56540535267.0,VND,1
P079344,http://search.worldbank.org/wcontractawards/procdetails/OP00019815,Vietnam,,,4535522.0,USD,1
P104034,http://search.worldbank.org/wcontractawards/procdetails/OP00015324,Honduras,,,1299959.0,USD,6
P104034,http://search.worldbank.org/wcontractawards/procdetails/OP00015327,Honduras,,,308553.0,USD,3
P104034,http://search.worldbank.org/wcontractawards/procdetails/OP00015326,Honduras,,,343860.0,USD,6
P104034,http://search.worldbank.org/wcontractawards/procdetails/OP00015325,Honduras,,,1193820.0,USD,4
P104034,http://search.worldbank.org/wcontractawards/procdetails/OP00015351,Honduras,,,36326.0,USD,5
P104034,http://search.worldbank.org/wcontractawards/procdetails/OP00015354,Honduras,,,80593.0,USD,5
P104034,http://search.worldbank.org/wcontractawards/procdetails/OP00015308,Honduras,,,561148.0,USD,3
P104034,http://search.worldbank.org/wcontractawards/procdetails/OP00015353,Honduras,,,8763.0,USD,3
P104034,http://search.worldbank.org/wcontractawards/procdetails/OP00015349,Honduras,,,71641.0,USD,4
P104034,http://search.worldbank.org/wcontractawards/procdetails/OP00015350,Honduras,,,23043.0,USD,5
P104034,http://search.worldbank.org/wcontractawards/procdetails/OP00015352,Honduras,,,136349.0,USD,2
P104034,http://search.worldbank.org/wcontractawards/procdetails/OP00016359,Honduras,,,3290306.0,USD,4
P104034,http://search.worldbank.org/wcontractawards/procdetails/OP00021736,Honduras,,,12987316.0,USD,2
P104034,http://search.worldbank.org/wcontractawards/procdetails/OP00024464,Honduras,INDV- Individual ,,30000.0,USD,0
P104034,http://search.worldbank.org/wcontractawards/procdetails/OP00024713,Honduras,INDV- Individual ,,132000.0,HNL,0
P104034,http://search.worldbank.org/wcontractawards/procdetails/OP00025093,Honduras,,,840416.0,USD,6
P104034,http://search.worldbank.org/wcontractawards/procdetails/OP00025082,Honduras,,,889030.0,USD,6
P104034,http://search.worldbank.org/wcontractawards/procdetails/OP00027348,Honduras,,,114822.0,USD,6
P104034,http://search.worldbank.org/wcontractawards/procdetails/OP00027350,Honduras,,,1202.0,USD,4
P104034,http://search.worldbank.org/wcontractawards/procdetails/OP00027349,Honduras,,,4468.0,USD,7
,http://search.worldbank.org/wcontractawards/procdetails/OP00027783,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027784,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027780,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027779,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027771,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027781,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027777,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027789,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027790,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00027788,Brazil,,,,,0
P116194,http://search.worldbank.org/wcontractawards/procdetails/OP00014680,"Egypt, Arab Republic of",,,110443152.0,EGP,4
P116194,http://search.worldbank.org/wcontractawards/procdetails/OP00014681,"Egypt, Arab Republic of",,,286907133.0,EGP,3
P116194,http://search.worldbank.org/wcontractawards/procdetails/OP00016956,"Egypt, Arab Republic of",,,54638963.0,EGP,6
P116194,http://search.worldbank.org/wcontractawards/procdetails/OP00016959,"Egypt, Arab Republic of",,,20702776.0,EGP,8
P116194,http://search.worldbank.org/wcontractawards/procdetails/OP00019401,"Egypt, Arab Republic of",,,183886037.0,EGP,6
P116194,http://search.worldbank.org/wcontractawards/procdetails/OP00021698,"Egypt, Arab Republic of",,,479096.0,EGP,8
P116194,http://search.worldbank.org/wcontractawards/procdetails/OP00021699,"Egypt, Arab Republic of",,,408100.0,EGP,8
P116194,http://search.worldbank.org/wcontractawards/procdetails/OP00021701,"Egypt, Arab Republic of",,,1037855.0,EGP,4
P116194,http://search.worldbank.org/wcontractawards/procdetails/OP00021700,"Egypt, Arab Republic of",,,10147795.0,EGP,5
P102299,http://search.worldbank.org/wcontractawards/procdetails/OP00026770,Botswana,,,1206348.0,USD,1
,http://search.worldbank.org/wcontractawards/procdetails/OP00030280,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031342,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031340,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031338,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031341,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031337,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031339,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031667,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031678,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031680,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031679,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031696,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031695,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031703,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031693,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031803,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00032419,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00032420,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00032505,Brazil,,,,,0
P101473,http://search.worldbank.org/wcontractawards/procdetails/OP00031512,Ethiopia,,,45915016.0,ETB,1
,http://search.worldbank.org/wcontractawards/procdetails/OP00031679,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031696,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031695,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031703,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031693,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031803,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00032419,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00032420,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00032505,Brazil,,,,,0
P101473,http://search.worldbank.org/wcontractawards/procdetails/OP00028243,Ethiopia,,,1462016.0,USD,1
,http://search.worldbank.org/wcontractawards/procdetails/OP00019053,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00019051,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00020660,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00024393,Brazil,,,,,0
P113184,http://search.worldbank.org/wcontractawards/procdetails/OP00026080,Tonga,SSS- Single Source Selection,,32595.0,SGD,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00030396,Albania,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00016880,Indonesia,,,,,0
P096532,http://search.worldbank.org/wcontractawards/procdetails/OP00021753,Indonesia,,,35510088900.0,IDR,8
,http://search.worldbank.org/wcontractawards/procdetails/OP00031418,Colombia,,,,,0
P089761,http://search.worldbank.org/wcontractawards/procdetails/OP00026577,"Yemen, Republic of",,,322450.0,USD,1
,http://search.worldbank.org/wcontractawards/procdetails/OP00018359,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00018721,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00019053,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00019051,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00020660,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00024393,Brazil,,,,,0
P113184,http://search.worldbank.org/wcontractawards/procdetails/OP00026080,Tonga,SSS- Single Source Selection,,32595.0,SGD,0
