contract,bidder,status,amount,currency
http://search.worldbank.org/wcontractawards/procdetails/OP00022671,Bright Printing Press,Evaluated,25829480.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022671,Hanoi Printing Joint Stock Company,Evaluated,54036036.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022370,Sudarshan Paper & Board Pvt. Ltd.,Awarded,931444.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022370,Pitambra Books Pvt. Ltd.,Evaluated,553107.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022370,Capital Business Systems Ltd.,Evaluated,869348.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022370,Krishna Traders,Evaluated,1800792.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022370,Proma Press & Publications,Evaluated,27883598.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022371,Sarker Printing & Publishing,Awarded,30590764.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022371,Pitambra Books Pvt. Ltd.,Evaluated,575079.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022371,Capital Business Systems Ltd.,Evaluated,924551.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022371,Krishna Traders,Evaluated,1915142.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022371,Kachua Press & Publication,Evaluated,31273898.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022373,Sarker Printing & Publishing,Awarded,26949757.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022373,Pitambra Books Pvt. Ltd.,Evaluated,529434.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022373,Capital Business Systems Ltd.,Evaluated,824346.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022373,Tara TPS Limited,Evaluated,1118756.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022373,Krishna Traders,Evaluated,1707575.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022373,Priyanka Printing & Publication's,Evaluated,27353927.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022373,Hanoi Printing Joint Stock Company,Evaluated,61987245.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022374,Krishna Traders,Awarded,1738325.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022374,Pitambra Books Pvt. Ltd.,Evaluated,490212.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022374,Capital Business Systems Ltd.,Evaluated,839191.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022374,Tara TPS Limited,Evaluated,1138902.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022374,Proma Press & Publications,Evaluated,26855538.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022374,Hanoi Printing Joint Stock Company,Evaluated,62885918.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022376,Krishna Traders,Awarded,1782986.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022376,Pitambra Books Pvt. Ltd.,Evaluated,515407.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022376,Capital Business Systems Ltd.,Evaluated,860752.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022376,Tara TPS Limited,Evaluated,1168163.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022376,Proma Press & Publications,Evaluated,26943115.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022376,Hanoi Printing Joint Stock Company,Evaluated,66127146.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022405,Krishna Traders,Awarded,1620465.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022405,Pitambra Books Pvt. Ltd.,Evaluated,504561.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022405,Capital Business Systems Ltd.,Evaluated,840241.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022405,Proma Press & Publications,Evaluated,27595990.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022413,Krishna Traders,Awarded,1870015.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022413,Pitambra Books Pvt. Ltd.,Evaluated,580652.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022413,HT Burda Media Limited,Evaluated,969637.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022413,Ananda Printers,Evaluated,30299054.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022413,Hanoi Printing Joint Stock Company,Evaluated,73273803.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022418,V.K. Udyog Ltd.,Awarded,200242.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022418,Pitambra Books Pvt. Ltd.,Evaluated,356419.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022418,HT Burda Media Limited,Evaluated,700847.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022418,Krishna Traders,Evaluated,1351633.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022418,Tan Prints (India) Pvt. Ltd,Evaluated,1601936.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022418,Ananda Printers,Evaluated,21741045.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022418,Hanoi Printing Joint Stock Company,Evaluated,52527771.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022420,V.K. Udyog Ltd.,Awarded,229586.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022420,Pitambra Books Pvt. Ltd.,Evaluated,411982.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022420,HT Burda Media Limited,Evaluated,803552.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022420,Krishna Traders,Evaluated,1549708.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022420,Tan Prints (India) Pvt. Ltd,Evaluated,1836691.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022420,Proma Press & Publications,Evaluated,26066598.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022420,Hanoi Printing Joint Stock Company,Evaluated,60612030.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022399,Sarker Printing & Publishing,Awarded,32847619.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022399,Pitambra Books Pvt. Ltd.,Evaluated,612950.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022399,Capital Business Systems Ltd.,Evaluated,1024573.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022399,Tara TPS Limited,Evaluated,1390493.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022399,Krishna Traders,Evaluated,2122331.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022399,Tan Prints (India) Pvt. Ltd,Evaluated,2341883.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022399,Hanoi Printing Joint Stock Company,Evaluated,78674233.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022700,Bookman Printers & Publishers,Awarded,27612995.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022700,Krishna Traders,Evaluated,1780868.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022700,Pitambra Books Pvt. Ltd.,Evaluated,1153224.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022700,Bangla Unnayan Press and Publications,Evaluated,31478381.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022700,Hanoi Printing Joint Stock Company,Evaluated,50582089.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022692,Krishna Traders,Awarded,2226214.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022692,Pitambra Books Pvt. Ltd.,Evaluated,1425189.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022692,Bright Printing Press,Evaluated,35207893.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022692,Hanoi Printing Joint Stock Company,Evaluated,66496182.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022705,Bookman Printers & Publishers,Awarded,28002829.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022705,Pitambra Books Pvt. Ltd.,Evaluated,1169239.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022705,Kachua Press & Publication,Evaluated,29372931.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022705,Lovely Offset Printers,Evaluated,745408.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022705,Bangla Unnayan Press and Publications,Evaluated,31990435.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022705,Hanoi Printing Joint Stock Company,Evaluated,57380361.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022699,Shadow Printing & Packaging,Awarded,28982076.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022699,Krishna Traders,Evaluated,1821376.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022699,Pitambra Books Pvt. Ltd.,Evaluated,1176197.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022699,S. R. Printing Press Ltd.,Evaluated,27476087.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022699,Bright Printing Press,Evaluated,27798840.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022699,SAPPrint Solutions Pvt. Ltd.,Evaluated,28357664.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022699,Hanoi Printing Joint Stock Company,Evaluated,51591787.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022400,Apex Printing & Color,Awarded,18082263.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022400,V.K. Udyog Ltd.,Evaluated,165669.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022400,Krishna Traders,Evaluated,1201101.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022400,SAPPrint Solutions Pvt. Ltd.,Evaluated,233464.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00022400,Pitambra Books Pvt. Ltd.,Evaluated,345953.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022400,Proma Press & Publications,Evaluated,18180733.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022400,Mousumi Offset Press,Evaluated,18581630.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022400,Capital Business Systems Ltd.,Evaluated,579842.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022402,Sarker Printing & Publishing,Awarded,19247542.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022402,V.K. Udyog Ltd.,Evaluated,171528.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022402,Krishna Traders,Evaluated,1243579.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022402,SAPPrint Solutions Pvt. Ltd.,Evaluated,242399.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00022402,Pitambra Books Pvt. Ltd.,Evaluated,359270.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022402,Capital Business Systems Ltd.,Evaluated,600348.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022747,Proma Press & Publications,Awarded,16851063.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022747,Pitambra Books Pvt. Ltd.,Evaluated,887759.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022747,SAPPrint Solutions Pvt. Ltd.,Evaluated,236247.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00022747,Mousumi Offset Press,Evaluated,17781716.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022747,Dhaleshwari Limited,Evaluated,18371924.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022747,Sagarika Printers,Evaluated,18660047.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022747,Helpline Resources,Evaluated,20012268.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022736,Proma Press & Publications,Awarded,31736960.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022736,Krishna Traders,Evaluated,2225532.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022736,Tara TPS Limited,Evaluated,1409503.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022736,Pitambra Books Pvt. Ltd.,Evaluated,1382140.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022736,Dhaleshwari Limited,Evaluated,32833182.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022736,Bookman Printers & Publishers,Evaluated,33126202.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022736,Lovely Offset Printers,Evaluated,890212.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022736,Helpline Resources,Evaluated,37673274.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022729,Apex Printing & Color,Awarded,23514404.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022729,V.K. Udyog Ltd.,Evaluated,319990.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022729,Krishna Traders,Evaluated,1599951.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022729,Pitambra Books Pvt. Ltd.,Evaluated,1007108.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022729,Kachua Press & Publication,Evaluated,25310782.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022729,Lovely Offset Printers,Evaluated,639980.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022729,Hanoi Printing Joint Stock Company,Evaluated,49429835.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022728,Proma Press & Publications,Awarded,28797033.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022728,Pitambra Books Pvt. Ltd.,Evaluated,1242233.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022728,SAPPrint Solutions Pvt. Ltd.,Evaluated,404182.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00022728,Bangla Unnayan Press and Publications,Evaluated,39186893.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022728,Hanoi Printing Joint Stock Company,Evaluated,60912094.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022734,Bright PrintingPress,Awarded,30608664.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022734,Krishna Traders,Evaluated,2131956.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022734,Tara TPS Limited,Evaluated,1350238.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022734,Pitambra Books Pvt. Ltd.,Evaluated,1325839.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022734,Lovely Offset Printers,Evaluated,852782.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022734,Helpline Resources,Evaluated,36138548.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022734,Hanoi Printing Joint Stock Company,Evaluated,65032917.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022732,Apex Printing & Color,Awarded,30399893.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022732,Krishna Traders,Evaluated,2084971.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022732,Tara TPS Limited,Evaluated,1320481.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022732,Pitambra Books Pvt. Ltd.,Evaluated,1300078.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022732,Lovely Offset Printers,Evaluated,833988.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022732,Helpline Resources,Evaluated,35291896.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022732,Hanoi Printing Joint Stock Company,Evaluated,63845475.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022739,Bright PrintingPress,Awarded,24139567.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022739,V.K. Udyog Ltd.,Evaluated,490185.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022739,Pitambra Books Pvt. Ltd.,Evaluated,1231301.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022739,Sarker Printing & Publishing,Evaluated,24595638.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022739,Dhaleshwari Limited,Evaluated,25093418.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022739,Sagarika Printers,Evaluated,25842386.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022739,Helpline Resources,Evaluated,27469379.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022738,Dhaleshwari Limited,Awarded,31211116.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022738,Tara TPS Limited,Evaluated,1338092.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022738,Pitambra Books Pvt. Ltd.,Evaluated,1314007.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022738,Bookman Printers & Publishers,Evaluated,31493638.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022738,Proma Press & Publications,Evaluated,32625150.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022738,Lovely Offset Printers,Evaluated,845110.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022738,Helpline Resources,Evaluated,35859309.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022740,Proma Press & Publications,Awarded,23460175.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022740,V.K. Udyog Ltd.,Evaluated,481304.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022740,Pitambra Books Pvt. Ltd.,Evaluated,1203385.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022740,Sarker Printing & Publishing,Evaluated,24057110.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022740,Dhaleshwari Limited,Evaluated,24547815.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022740,Mousumi Offset Press,Evaluated,25426375.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022740,Helpline Resources,Evaluated,26951608.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022359,Sarker Printing & Publishing,Awarded,19858378.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022359,V.K. Udyog Ltd.,Evaluated,171225.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022359,Krishna Traders,Evaluated,1241382.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022359,Pitambra Books Pvt. Ltd.,Evaluated,424133.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022359,Priyanka Printing & Publication's,Evaluated,20509266.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022359,Capital Business Systems Ltd.,Evaluated,599288.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022366,Sarker Printing & Publishing,Awarded,26573813.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022366,Krishna Traders,Evaluated,1499882.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022366,V.K. Udyog Ltd.,Evaluated,229511.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022366,Pitambra Books Pvt. Ltd.,Evaluated,510756.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022366,SAPPrint Solutions Pvt. Ltd.,Evaluated,321701.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00022366,Capital Business Systems Ltd.,Evaluated,724081.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022366,Kachua Press & Publication,Evaluated,28846602.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022367,V.K. Udyog Ltd.,Awarded,204454.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022367,Krishna Traders,Evaluated,1482292.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022367,SAPPrint Solutions Pvt. Ltd.,Evaluated,288897.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00022367,Pitambra Books Pvt. Ltd.,Evaluated,466468.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022367,Proma Press & Publications,Evaluated,22119275.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022367,Capital Business Systems Ltd.,Evaluated,715589.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022367,Kachua Press & Publication,Evaluated,25660628.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022776,Apex Printing & Color,Awarded,26028139.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022776,Pitambra Books Pvt. Ltd.,Evaluated,1295360.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022781,Dhaleshwari Limited,Awarded,27302393.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022781,Pitambra Books Pvt. Ltd.,Evaluated,1448646.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022781,Bright Printing Press,Evaluated,28888653.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022781,Sarker Printing & Publishing,Evaluated,29243242.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022781,SAPPrint Solutions Pvt. Ltd.,Evaluated,424657.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00022781,Shadow Printing & Packaging,Evaluated,29736491.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022782,Dhaleshwari Limited,Awarded,31012229.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022782,Pitambra Books Pvt. Ltd.,Evaluated,1647604.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022782,Sarker Printing & Publishing,Evaluated,32274464.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022782,Proma Press & Publications,Evaluated,33222130.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022777,Dhaleshwari Limited,Awarded,21546214.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022777,V.K. Udyog Ltd.,Evaluated,300718.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022777,Pitambra Books Pvt. Ltd.,Evaluated,1132711.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022777,Bookman Printers & Publishers,Evaluated,22187533.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022777,SAPPrint Solutions Pvt. Ltd.,Evaluated,323539.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00022777,Bright Printing Press,Evaluated,22330110.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022777,Sudipta Printers & Packagers Ltd.,Evaluated,23237655.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022779,V.K. Udyog Ltd.,Awarded,307698.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022779,Pitambra Books Pvt. Ltd.,Evaluated,1170546.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022779,Dhaleshwari Limited,Evaluated,22372989.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022779,SAPPrint Solutions Pvt. Ltd.,Evaluated,342868.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00022779,City Art Press Limited,Evaluated,30153202.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022778,V.K. Udyog Ltd.,Awarded,294519.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022778,Pitambra Books Pvt. Ltd.,Evaluated,1114954.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022778,Dhaleshwari Limited,Evaluated,21203093.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022778,SAPPrint Solutions Pvt. Ltd.,Evaluated,318579.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00022778,City Art Press Limited,Evaluated,23706543.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022774,Proma Press & Publications,Awarded,15440375.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022774,Pitambra Books Pvt. Ltd.,Evaluated,821781.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022774,SAPPrint Solutions Pvt. Ltd.,Evaluated,218137.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00022774,Dhaleshwari Limited,Evaluated,16984620.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022774,Mousumi Offset Press,Evaluated,17132955.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022774,Sagarika Printers,Evaluated,17184071.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022774,Helpline Resources,Evaluated,18518688.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022775,Apex Printing & Color,Awarded,27212806.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022775,Pitambra Books Pvt. Ltd.,Evaluated,1355332.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022775,Shadow Printing & Packaging,Evaluated,27644441.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022780,Proma Press & Publications,Awarded,21703870.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022780,V.K. Udyog Ltd.,Evaluated,301130.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022780,Pitambra Books Pvt. Ltd.,Evaluated,1137750.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022780,Dhaleshwari Limited,Evaluated,21766842.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022780,Momtaj Printers,Evaluated,22600745.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022780,Sarker Printing & Publishing,Evaluated,22966957.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00024355,Flora Telecom Limited,Awarded,490000.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00024355,Thakral Information Systems Private Limited,Evaluated,922895.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00024355,Smart Technologies (BD) Limited,Evaluated,11412900.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00024355,Computer Source Limited,Evaluated,977282.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00024355,Flora Limited,Evaluated,82534993.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00024352,Flora Telecom Limited,Awarded,411250.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00024352,Thakral Information Systems Private Limited,Evaluated,769625.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00024352,Smart Technologies (BD) Limited,Evaluated,9517500.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00024352,Computer Source Limited,Evaluated,838480.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00024352,Flora Limited,Evaluated,71671475.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00024353,Flora Telecom Limited,Awarded,471000.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00024353,Thakral Information Systems Private Limited,Evaluated,881630.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00024353,Smart Technologies (BD) Limited,Evaluated,10902600.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00024353,Computer Source Limited,Evaluated,906665.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00024353,Flora Limited,Evaluated,78736962.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022641,Proma Press & Publications,Awarded,31533702.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022641,Pitambra Books Pvt. Ltd.,Evaluated,822286.0,BDT
http://search.worldbank.org/wcontractawards/procdetails/OP00022641,Krishna Traders,Evaluated,2122695.0,BDT
